Place,Age,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Central Slovakia,42 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17989,18272,18888,19914,20926,21858,21791,22291
Central Slovakia,43 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17388,17941,18222,18838,19845,20899,21791,21720
Central Slovakia,44 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17497,17347,17871,18169,18783,19768,20839,21690
Central Slovakia,45 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18158,17453,17285,17833,18085,18715,19688,20771
Central Slovakia,46 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18991,18095,17389,17206,17753,18008,18676,19627
Central Slovakia,47 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19217,18923,18029,17334,17134,17682,17914,18608
Central Slovakia,48 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19469,19137,18820,17979,17258,17062,17617,17841
Central Slovakia,49 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18234,19402,19040,18748,17890,17170,16987,17543
Central Slovakia,50 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18970,18143,19316,18953,18660,17818,17100,16901
Central Slovakia,51 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18815,18899,18022,19187,18858,18577,17715,16992
Central Slovakia,52 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18641,18694,18770,17922,19054,18776,18442,17605
Central Slovakia,53 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19124,18503,18577,18652,17819,18943,18643,18317
Central Slovakia,54 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19827,18965,18371,18455,18512,17678,18820,18507
Central Slovakia,55 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19994,19675,18820,18246,18320,18384,17554,18676
Central Slovakia,56 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19690,19815,19487,18669,18106,18177,18228,17406
Central Slovakia,57 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19191,19495,19646,19292,18481,17966,18038,18095
Central Slovakia,58 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18896,18967,19306,19423,19113,18304,17810,17853
Central Slovakia,59 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18558,18690,18724,19093,19211,18897,18115,17611
Central Slovakia,60 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18292,18310,18461,18517,18845,18974,18654,17935
Central Slovakia,61 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17085,18049,18057,18235,18292,18610,18735,18437
Central Slovakia,62 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15404,16803,17816,17801,17980,18040,18360,18483
Central Slovakia,63 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15057,15159,16512,17562,17511,17667,17788,18078
Central Slovakia,64 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14164,14804,14942,16251,17259,17229,17368,17501
Central Slovakia,65 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11711,13905,14557,14664,15964,16928,16979,17079
Central Slovakia,66 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11120,11486,13640,14316,14394,15689,16602,16652
Central Slovakia,67 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11019,10915,11259,13379,14063,14113,15386,16313
Central Slovakia,68 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10282,10753,10675,11020,13070,13779,13806,15050
Central Slovakia,69 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10282,10038,10524,10455,10739,12788,13487,13507
Central Slovakia,70 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859,10052,9787,10234,10206,10467,12510,13182
Central Slovakia,71 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9264,9609,9795,9540,9957,9930,10182,12198
Central Slovakia,72 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8734,8995,9353,9532,9268,9664,9649,9920
Central Slovakia,73 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8163,8457,8711,9058,9239,8955,9381,9370
Central Slovakia,74 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7416,7876,8139,8451,8750,8959,8629,9065
Central Slovakia,75 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7138,7137,7575,7816,8144,8433,8663,8323
Central Slovakia,76 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7046,6824,6816,7269,7495,7803,8081,8319
Central Slovakia,77 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6617,6670,6553,6519,6956,7190,7456,7711
Central Slovakia,78 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6321,6280,6344,6212,6169,6606,6847,7064
Central Slovakia,79 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6319,5928,5898,6011,5880,5811,6250,6499
Central Slovakia,80 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5981,5913,5590,5496,5620,5549,5467,5896
Central Slovakia,81 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5327,5534,5475,5226,5121,5238,5204,5110
Central Slovakia,82 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4814,4878,5077,5014,4810,4703,4852,4820
Central Slovakia,83 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4173,4344,4429,4650,4575,4415,4272,4433
Central Slovakia,84 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514,3737,3903,4003,4180,4153,4000,3864
Central Slovakia,85 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115,3092,3324,3501,3553,3768,3720,3587
Central Slovakia,86 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670,2725,2688,2933,3077,3180,3279,3300
Central Slovakia,87 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,2272,2395,2349,2559,2689,2751,2785
Central Slovakia,88 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,1990,1950,2046,1979,2216,2318,2388
Central Slovakia,89 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,1722,1715,1651,1729,1671,1845,1967
Central Slovakia,90 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,1329,1420,1446,1367,1447,1384,1541
Central Slovakia,91 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,1009,1072,1109,1178,1121,1164,1128
Central Slovakia,92 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,644,787,867,859,951,880,916
Central Slovakia,93 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,470,500,631,684,683,730,683
Central Slovakia,94 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,187,355,393,476,502,516,577
Central Slovakia,95 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,142,138,270,311,363,371,407
Central Slovakia,96 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,98,107,113,205,244,278,299
Central Slovakia,97 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,100,75,86,77,150,180,222
Central Slovakia,98 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,83,66,65,56,120,146
Central Slovakia,99 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,66,53,72,51,58,48,96
Central Slovakia,100 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62,46,34,54,43,47,40
Central Slovakia,101 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,49,36,27,48,39,43
Central Slovakia,102 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,42,28,27,40,33
Central Slovakia,103 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,17,35,22,27,37
Central Slovakia,104 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,2,16,32,21,25
Central Slovakia,105 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,16,31,19
Central Slovakia,106 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,2,2,16,30
Central Slovakia,107 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,5,2,2,15
Central Slovakia,108 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,5,2,2
Central Slovakia,109 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,5,2
Central Slovakia,110 years or over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,6,7,12
Region of Žilina,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689601,690121,690420,690449,690434,690778,691023,691368
Region of Žilina,Zero years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7772,7222,6975,6867,7114,7362,7417,7574
Region of Žilina,1 year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7303,7810,7273,7000,6926,7199,7429,7491
Region of Žilina,2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7489,7300,7810,7287,7012,6964,7235,7447
Region of Žilina,3 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7270,7476,7271,7780,7289,7024,6979,7255
Region of Žilina,4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6892,7277,7494,7274,7783,7292,7027,6989
Region of Žilina,5 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6867,6899,7286,7491,7275,7792,7304,7046
Region of Žilina,6 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7052,6858,6900,7291,7482,7266,7780,7316
Region of Žilina,7 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7109,7051,6849,6896,7285,7468,7264,7774
Region of Žilina,8 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6883,7100,7052,6841,6901,7273,7482,7263
Region of Žilina,9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6950,6881,7112,7033,6840,6901,7270,7471
Region of Žilina,10 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7017,6940,6890,7106,7032,6839,6894,7282
Region of Žilina,11 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7616,7015,6940,6883,7109,7031,6825,6884
Region of Žilina,12 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7642,7601,7022,6937,6877,7103,7032,6817
Region of Žilina,13 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7939,7641,7615,7022,6937,6876,7090,7023
Region of Žilina,14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8064,7944,7644,7623,7026,6938,6866,7082
Region of Žilina,15 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8190,8049,7954,7641,7617,7029,6933,6859
Region of Žilina,16 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8589,8187,8053,7948,7640,7620,7022,6931
Region of Žilina,17 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9156,8583,8197,8055,7943,7638,7617,7017
Region of Žilina,18 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10154,9163,8611,8203,8051,7951,7631,7621
Region of Žilina,19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10040,10159,9180,8619,8197,8048,7956,7629
Region of Žilina,20 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666,10051,10185,9187,8633,8198,8057,7958
Region of Žilina,21 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10571,10687,10094,10210,9195,8644,8214,8068
Region of Žilina,22 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10648,10570,10711,10116,10214,9194,8645,8218
Region of Žilina,23 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10864,10649,10599,10718,10114,10200,9187,8646
Region of Žilina,24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10690,10853,10669,10585,10732,10102,10189,9174
Region of Žilina,25 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11027,10679,10864,10645,10558,10676,10080,10164
Region of Žilina,26 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11367,11002,10646,10811,10587,10532,10651,10028
Region of Žilina,27 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11221,11320,10943,10604,10742,10500,10476,10582
Region of Žilina,28 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11069,11185,11271,10863,10525,10677,10447,10395
Region of Žilina,29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11087,11030,11088,11201,10812,10444,10604,10357
Region of Žilina,30 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11204,11040,10936,11009,11138,10750,10355,10550
Region of Žilina,31 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11122,11143,10974,10859,10927,11063,10676,10279
Region of Žilina,32 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11844,11079,11089,10929,10791,10888,10984,10641
Region of Žilina,33 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11596,11797,11030,11037,10874,10760,10857,10953
Region of Žilina,34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11665,11558,11755,10972,11002,10811,10697,10795
Region of Žilina,35 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11693,11643,11462,11693,10917,10953,10786,10651
Region of Žilina,36 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11309,11646,11582,11424,11671,10860,10931,10755
Region of Žilina,37 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11366,11278,11624,11552,11378,11613,10812,10916
Region of Žilina,38 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10896,11337,11256,11593,11523,11328,11574,10780
Region of Žilina,39 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10456,10874,11285,11216,11568,11497,11299,11564
Region of Žilina,40 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9930,10430,10836,11249,11180,11539,11478,11265
Region of Žilina,41 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9563,9905,10411,10815,11202,11152,11517,11433
Region of Žilina,42 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9159,9546,9884,10379,10787,11190,11119,11491
Region of Žilina,43 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8762,9132,9542,9857,10357,10766,11148,11092
Region of Žilina,44 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8872,8737,9102,9516,9821,10322,10737,11093
Region of Žilina,45 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8938,8847,8713,9075,9476,9788,10276,10711
Region of Žilina,46 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9634,8907,8823,8677,9046,9447,9766,10243
Region of Žilina,47 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9590,9603,8878,8804,8640,9019,9407,9729
Region of Žilina,48 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9801,9539,9549,8850,8764,8594,8985,9365
Region of Žilina,49 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9071,9774,9492,9514,8806,8713,8556,8937
Region of Žilina,50 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,9028,9747,9463,9484,8765,8684,8505
Region of Žilina,51 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9294,9482,8982,9691,9424,9439,8722,8626
Region of Žilina,52 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9386,9240,9411,8932,9616,9384,9364,8665
Region of Žilina,53 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443,9322,9187,9345,8885,9566,9335,9295
Region of Žilina,54 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9972,9378,9250,9128,9283,8831,9497,9271
Region of Žilina,55 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9865,9902,9316,9180,9060,9232,8776,9431
Region of Žilina,56 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9856,9786,9811,9254,9112,8998,9166,8707
Region of Žilina,57 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446,9760,9723,9708,9154,9038,8933,9110
Region of Žilina,58 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9218,9348,9657,9631,9629,9076,8961,8840
Region of Žilina,59 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9127,9121,9247,9543,9531,9533,8983,8853
Region of Žilina,60 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9047,8997,9005,9138,9428,9411,9421,8903
Region of Žilina,61 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8507,8939,8867,8898,9024,9317,9310,9306
Region of Žilina,62 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7592,8374,8833,8739,8777,8909,9190,9203
Region of Žilina,63 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7524,7467,8236,8729,8599,8650,8805,9047
Region of Žilina,64 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6973,7409,7348,8114,8583,8469,8486,8682
Region of Žilina,65 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5685,6839,7293,7208,7994,8411,8351,8335
Region of Žilina,66 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506,5581,6705,7166,7084,7841,8256,8213
Region of Žilina,67 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286,5398,5465,6581,7042,6942,7694,8109
Region of Žilina,68 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,5174,5284,5365,6427,6911,6792,7515
Region of Žilina,69 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4843,4845,5064,5164,5240,6307,6776,6659
Region of Žilina,70 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4728,4736,4729,4934,5049,5103,6178,6628
Region of Žilina,71 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4389,4604,4594,4624,4800,4906,4970,6056
Region of Žilina,72 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187,4280,4483,4476,4490,4675,4761,4845
Region of Žilina,73 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3998,4073,4151,4341,4346,4352,4541,4625
Region of Žilina,74 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3869,3917,4037,4189,4202,4188,4409
Region of Žilina,75 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3475,3525,3727,3768,3896,4042,4057,4027
Region of Žilina,76 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3519,3317,3360,3584,3611,3734,3881,3888
Region of Žilina,77 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286,3352,3190,3230,3443,3463,3577,3702
Region of Žilina,78 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,3116,3172,3025,3055,3272,3306,3392
Region of Žilina,79 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093,2956,2912,3001,2867,2874,3116,3143
Region of Žilina,80 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2958,2907,2781,2709,2813,2707,2716,2940
Region of Žilina,81 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645,2743,2681,2582,2534,2624,2528,2532
Region of Žilina,82 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,2406,2533,2464,2382,2308,2416,2344
Region of Žilina,83 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057,2144,2187,2306,2240,2188,2109,2199
Region of Žilina,84 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,1847,1927,1964,2082,2024,1977,1925
Region of Žilina,85 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,1562,1633,1735,1739,1882,1805,1785
Region of Žilina,86 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,1362,1364,1438,1522,1531,1631,1611
Region of Žilina,87 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,1162,1191,1195,1241,1326,1341,1378
Region of Žilina,88 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,1006,992,1021,1007,1080,1150,1158
Region of Žilina,89 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,824,870,833,845,852,895,967
Region of Žilina,90 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,635,667,733,677,704,703,733
Region of Žilina,91 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,471,509,511,597,545,553,564
Region of Žilina,92 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,304,365,413,390,494,420,430
Region of Žilina,93 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,192,233,280,321,326,383,311
Region of Žilina,94 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,80,149,188,212,226,231,298
Region of Žilina,95 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,58,65,117,153,157,158,180
Region of Žilina,96 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,43,52,84,117,118,121
Region of Žilina,97 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43,33,33,31,61,82,88
Region of Žilina,98 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,33,30,27,18,43,66
Region of Žilina,99 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,28,31,22,26,16,33
Region of Žilina,100 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,16,18,28,21,19,12
Region of Žilina,101 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,12,17,27,19,17
Region of Žilina,102 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,19,6,18,23,17
Region of Žilina,103 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,7,15,5,18,20
Region of Žilina,104 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,6,13,5,17
Region of Žilina,105 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,6,13,4
Region of Žilina,106 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,6,13
Region of Žilina,107 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,6
Region of Žilina,108 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1
Region of Žilina,109 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
Region of Žilina,110 years or over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4
Region of Banská Bystrica,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660128,658490,656813,655359,653024,651509,649788,647874
Region of Banská Bystrica,Zero years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6670,6030,6102,6089,5939,6269,6317,6131
Region of Banská Bystrica,1 year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6538,6704,6048,6134,6121,6013,6315,6372
Region of Banská Bystrica,2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6824,6550,6703,6031,6121,6125,6027,6328
Region of Banská Bystrica,3 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6443,6804,6551,6712,6025,6133,6107,6028
Region of Banská Bystrica,4 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435,6433,6801,6543,6705,6024,6130,6122
Region of Banská Bystrica,5 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361,6430,6424,6815,6528,6706,6032,6126
Region of Banská Bystrica,6 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6550,6374,6427,6409,6800,6526,6705,6026
Region of Banská Bystrica,7 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6519,6544,6370,6421,6391,6792,6531,6699
Region of Banská Bystrica,8 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6228,6514,6526,6370,6412,6409,6798,6511
Region of Banská Bystrica,9 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6104,6222,6514,6529,6366,6399,6410,6798
Region of Banská Bystrica,10 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6136,6100,6223,6496,6523,6359,6390,6402
Region of Banská Bystrica,11 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6466,6132,6092,6223,6499,6526,6357,6387
Region of Banská Bystrica,12 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6771,6468,6136,6091,6209,6497,6515,6361
Region of Banská Bystrica,13 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6842,6763,6473,6127,6079,6191,6485,6511
Region of Banská Bystrica,14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101,6832,6764,6470,6134,6075,6195,6479
Region of Banská Bystrica,15 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7283,7090,6823,6757,6449,6124,6069,6195
Region of Banská Bystrica,16 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7311,7273,7091,6825,6750,6433,6118,6064
Region of Banská Bystrica,17 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7731,7298,7273,7074,6818,6751,6429,6121
Region of Banská Bystrica,18 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8562,7725,7293,7258,7082,6804,6736,6427
Region of Banská Bystrica,19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8759,8568,7748,7297,7258,7082,6794,6737
Region of Banská Bystrica,20 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9154,8761,8566,7751,7286,7261,7068,6786
Region of Banská Bystrica,21 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378,9128,8760,8551,7736,7279,7254,7061
Region of Banská Bystrica,22 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9377,9358,9126,8730,8525,7733,7264,7248
Region of Banská Bystrica,23 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9604,9352,9376,9106,8697,8516,7711,7261
Region of Banská Bystrica,24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9869,9564,9331,9346,9078,8663,8472,7677
Region of Banská Bystrica,25 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10391,9822,9488,9291,9295,9022,8625,8417
Region of Banská Bystrica,26 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10633,10327,9812,9435,9238,9240,8950,8568
Region of Banská Bystrica,27 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10717,10570,10241,9747,9359,9167,9147,8853
Region of Banská Bystrica,28 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10526,10636,10462,10167,9644,9262,9101,9076
Region of Banská Bystrica,29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10446,10451,10534,10376,10085,9545,9183,9012
Region of Banská Bystrica,30 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10359,10349,10345,10462,10254,9999,9418,9075
